# Table 4 from Navarro-Carrera et al. (2023)
# The galaxy stellar mass function at redshift z=7, computed with the 1/Vmax method.
# log10(M/Msun) bin left (column 1) and right (column 2) edge; \phi [Mpc−3dex−1]x1e4 (column 3) and its error (column 4)
8.25 8.50 29 20
8.50 8.75 18 11
8.75 9.00 22 16
9.00 9.25 7 6.999999
9.25 9.50 9 8
9.50 9.75 8 7.999999
