# Table 4 from Navarro-Carrera et al. (2023)
# The galaxy stellar mass function at redshift z=5, computed with the 1/Vmax method.
# log10(M/Msun) bin left (column 1) and right (column 2) edge; \phi [Mpc−3dex−1]x1e4 (column 3) and its error (column 4)
7.75 8.00 128 49
8.00 8.25 110 36
8.25 8.50 83 27
8.50 8.75 49 18
8.75 9.00 34 13
9.00 9.25 12 6
9.25 9.50 8 5
