# Table 4 from Navarro-Carrera et al. (2023)
# The galaxy stellar mass function at redshift z=8, computed with the 1/Vmax method.
# log10(M/Msun) bin left (column 1) and right (column 2) edge; \phi [Mpc−3dex−1]x1e4 (column 3) and its error (column 4)
8.00 8.50 11 8
8.50 9.00 4 3
9.00 9.50 1 0.999999
