#ID 12+log(O/H)_PG16 12+log(O/H)_PG16_errdown 12+log(O/H)_PG16_errup md/mg md/mhi
NGC4378 -99.0 -99.0 -99.0 -2.735782225282147 -2.129800191631442
NGC4380 -99.0 -99.0 -99.0 -1.9323785354741576 -1.4031031574754658
NGC4385 8.46677301 -99.0 -99.0 -2.635437007119924 -2.2821964644602906
NGC4388 8.440000000000648 0.04600000000001536 0.045000000000015916 -2.4003148296317613 -1.938403054155106
NGC4390 8.37109262 -99.0 -99.0 -2.572860459824711 -2.302771631166858
NGC4396 8.312000000000605 0.029000000000010573 0.02800000000000935 -2.383372281741886 -2.1615702121647167
NGC4402 8.500000000000668 0.022000000000007347 0.02000000000000668 -2.3388134343919993 -1.639235255584449
NGC4409 8.424000000000643 0.037000000000013245 0.037000000000013245 -2.7465030516688276 -2.4037288636004894
NGC4411A 8.41782722 -99.0 -99.0 -2.9871113998696366 -2.7743895900890263
NGC4412 8.578000000000694 0.03900000000001391 0.03900000000001391 -2.6407907731230784 -2.1599155812068793
NGC4413 8.482000000000662 0.06600000000002204 0.06500000000002082 -2.2995776459430615 -1.8163065346546738
NGC4416 8.472000000000659 0.02700000000000813 0.02800000000000935 -2.3923399463179535 -2.015524338269865
NGC4419 8.552000000000685 0.03000000000001002 0.03000000000001002 -2.7505532469090905 -1.264874363743458
NGC4423 8.130000000000544 0.06500000000002082 0.06300000000002193 -2.968710803007754 -2.5731132441796567
NGC4424 8.503000000000668 0.018000000000004235 0.017000000000006565 -2.842210762381644 -2.2483761558960773
NGC4429 -99.0 -99.0 -99.0 -3.326855576349595 -1.6645087835442012
NGC4430 8.462000000000655 0.06700000000002326 0.06900000000002215 -2.335064117141425 -1.9915339082132195
NGC4437 8.41724752 -99.0 -99.0 -2.4782019296710365 -2.2902455889719926
NGC4438 -99.0 -99.0 -99.0 -2.6585641520749324 -1.9315293066716526
NGC4445 -99.0 -99.0 -99.0 -2.3647850735338913 -1.51510089896024
NGC4449 8.225000000000577 0.03500000000001258 0.0350000000000108 -2.9876758642638777 -2.8528387137888345
NGC4450 -99.0 -99.0 -99.0 -2.324999049148955 -1.5431746852428627
NGC4451 8.431000000000644 0.013000000000003453 0.012000000000004007 -2.6151190815026824 -2.078676101912244
NGC4454 -99.0 -99.0 -99.0 -2.8057905098476916 -2.0848456354748883
NGC4457 -99.0 -99.0 -99.0 -2.855309428159756 -1.902323149618242
NGC4460 -99.0 -99.0 -99.0 -2.6989515552088497 -2.21243357736509
NGC4468 -99.0 -99.0 -99.0 -3.199214324012579 -2.8079961744603894
NGC4469 -99.0 -99.0 -99.0 -2.9572590230859466 -1.3891347686785815
NGC4470 8.38400000000063 0.023000000000006793 0.022000000000007347 -2.7847863397213066 -2.3737812453596927
NGC4480 8.40244657 -99.0 -99.0 -2.537216567695968 -2.273341516159093
NGC4486 -99.0 -99.0 -99.0 -3.759558279073192 -3.4614110265647917
NGC4492 -99.0 -99.0 -99.0 -1.801232469223596 -1.015980010699904
NGC4496A 8.512000000000672 0.04300000000001347 0.042000000000014026 -2.5886794111733953 -2.43384039803188
NGC4498 8.397000000000634 0.030000000000011795 0.030000000000008242 -2.498679132093746 -2.215477206990707
NGC4501 8.63100000000071 0.10300000000003351 0.10200000000003584 -2.46711443917988 -1.6656717735242095
NGC4502 8.30372081 -99.0 -99.0 -2.670479648728825 -2.441999108624732
NGC4503 -99.0 -99.0 -99.0 -4.517507757049961 -3.870632997216042
NGC4519 8.425000000000644 0.029000000000010573 0.031000000000009464 -3.0063198492639986 -2.830597081268996
NGC4521 -99.0 -99.0 -99.0 -4.338082164568672 -3.884180330554634
NGC4522 8.44500000000065 0.0650000000000226 0.06700000000002149 -2.6947240291349415 -2.2131779341343316
NGC4525 8.32448416 -99.0 -99.0 -2.316578953088141 -2.064778596036138
NGC4526 -99.0 -99.0 -99.0 -2.6221613510073225 -0.4328402287368366
NGC4527 8.524000000000676 0.06400000000002137 0.06600000000002204 -2.761713409341497 -2.3236872662014005
NGC4531 -99.0 -99.0 -99.0 -2.8626935251451204 -2.405011431242244
NGC4532 8.128000000000544 0.026000000000008683 0.025000000000009237 -2.9230837832874768 -2.7366481011388943
NGC4533 8.270000000000591 0.06600000000002204 0.06400000000002137 -2.869520568644592 -2.597222646855033
NGC4535 8.517000000000674 0.0210000000000079 0.02200000000000557 -2.5363214298035874 -2.1671878130603313
NGC4536 -99.0 -99.0 -99.0 -2.8100238477721082 -2.510991078780324
NGC4546 -99.0 -99.0 -99.0 -3.1451337841913762 -2.0985136650642526
NGC4551 -99.0 -99.0 -99.0 -3.625976110723263 -1.9660391388208074
NGC4559 8.214000000000572 0.054000000000018034 0.008000000000002672 -3.127781614750405 -2.9631706427980204
NGC4561 8.172000000000558 0.0650000000000226 0.06600000000002204 -3.391919694921795 -3.1909363909727713
NGC4562 -99.0 -99.0 -99.0 -2.0932547038133444 -1.8209318829590766
NGC4565 8.47600000000066 0.029000000000010573 0.02800000000000935 -2.537339209325878 -2.355517696713093
NGC4569 -99.0 -99.0 -99.0 -2.8374901347288293 -1.6774094295602948
NGC4571 -99.0 -99.0 -99.0 -2.413078980940748 -1.7621989269549048
NGC4579 8.587000000000696 0.02000000000000668 0.02000000000000668 -3.0378576505172235 -1.5509140069088458
NGC4580 -99.0 -99.0 -99.0 -2.0315586431124832 -0.9070099048848507
NGC4584 8.44500000000065 0.06700000000002326 0.06400000000002137 -2.266115573842981 -1.4557419713070787
NGC4586 -99.0 -99.0 -99.0 -2.0646452310537757 -1.4552196439293568
NGC4591 8.522000000000675 0.06500000000002082 0.06600000000002204 -2.5051313360289686 -2.0770115119161576
NGC4592 8.181000000000562 0.0020000000000024443 0.0030000000000001137 -3.2123737086321795 -3.060451490452199
NGC4595 8.475000000000659 0.0560000000000187 0.057000000000019924 -2.652589251926774 -2.253122949701291
NGC4606 8.518000000000674 0.05900000000002059 0.06000000000002004 -2.5034292429106375 -1.5650808838394685
NGC4607 -99.0 -99.0 -99.0 -2.2861699187455997 -1.651202451418133
NGC4618 8.343000000000615 0.029000000000008797 0.029000000000010573 -2.9488682473562378 -2.7211724054138338
NGC4621 -99.0 -99.0 -99.0 -1.8723267207542673 -0.2389017288738778
NGC4625 8.486000000000663 0.013000000000003453 0.013000000000003453 -2.8423942029671068 -2.6124548344028904
NGC4629 7.922000000000475 0.2650000000000885 0.25700000000008494 -3.732304322489055 -3.574134580583267
NGC4630 8.443000000000648 0.016000000000005343 0.017000000000006565 -2.647289802432163 -2.0860396213291907
NGC4631 8.23800000000058 0.03900000000001391 0.04000000000001336 -3.095285462699244 -2.8812116169322732
NGC4633 8.38400000000063 0.062000000000020705 0.062000000000020705 -2.645664871779743 -2.4207908189241016
NGC4636 -99.0 -99.0 -99.0 -4.592216284199608 -3.4370058903777916
NGC4639 8.535000000000679 0.02500000000000746 0.02600000000001046 -2.8337734378434187 -2.4372377973127195
NGC4643 -99.0 -99.0 -99.0 -2.686935123938334 -1.2557903557732737
NGC4651 8.513000000000673 0.004000000000001336 0.0019999999999988916 -2.6845903498440107 -2.53228885924919
NGC4654 8.510000000000671 0.03300000000001013 0.03100000000001124 -3.4118063843763973 -2.2321128657464224
NGC4656 7.916000000000473 0.047000000000015696 0.04600000000001536 -3.652056764995436 -3.5173390200026318
NGC4666 8.513000000000673 0.00600000000000378 0.005000000000000782 -2.66821346227246 -2.2948026086628217
NGC4668 8.282000000000595 0.049000000000015476 0.0500000000000167 -2.7156349911728355 -2.492014674045192
NGC4688 8.259000000000587 0.05000000000001492 0.050000000000018474 -2.869321757217108 -2.688679034700686
NGC4689 -99.0 -99.0 -99.0 -2.0939901509593826 -1.6593327672017637
NGC4691 8.514000000000673 0.021000000000006125 0.02300000000000857 -2.5320830180735894 -1.8790697425567082
NGC4698 -99.0 -99.0 -99.0 -2.871710475880413 -2.356660585244152
NGC4701 8.482000000000662 0.06100000000001948 0.06000000000002004 -3.075910216687347 -2.9004512287347612
NGC4710 8.546000000000683 0.052000000000017366 0.049000000000015476 -2.4150946978785113 -0.9973853205312707
NGC4713 8.375000000000625 0.04200000000001225 0.03900000000001391 -2.9123876486614435 -2.608749795728926
NGC4725 -99.0 -99.0 -99.0 -2.4920078265584618 -2.311375819610151
NGC4731 8.35441466 -99.0 -99.0 -2.94291778960939 -2.7943479208392317
NGC4736 8.623000000000708 0.046000000000013586 0.04600000000001714 -2.62834127584153 -2.156162784608738
NGC4746 8.468000000000657 0.03300000000001191 0.03300000000001191 -2.699144400892127 -2.390943887403906
NGC4747 8.334000000000612 0.05900000000002059 0.05900000000002059 -2.8516255311791285 -2.6179231703450703
NGC4753 -99.0 -99.0 -99.0 -2.849468842150971 -1.5265823695177259
NGC4758 8.35800000000062 0.04300000000001525 0.042000000000014026 -2.526223848446551 -2.2275267941819585
NGC4765 8.166000000000556 0.055000000000019256 0.0560000000000187 -3.191213259716055 -3.0056115338497222
NGC4771 -99.0 -99.0 -99.0 -2.300285838560603 -2.0289690918835013
NGC4772 8.50700000000067 0.012000000000004007 0.012000000000004007 -2.71058006721027 -2.12959308167713
NGC4775 -99.0 -99.0 -99.0 -2.7967855485237223 -2.641950028509978
NGC4779 8.549000000000685 0.06300000000002193 0.06300000000002015 -2.5146566819056804 -2.1863462788420214
NGC4789A -99.0 -99.0 -99.0 -3.4991354886136006 -3.3573951712484407
NGC4791 -99.0 -99.0 -99.0 -2.6889406997962295 -2.141552989427196
NGC4793 8.503000000000668 0.02700000000000813 0.02800000000000935 -2.6213231277242444 -2.384266063030223
NGC4795 -99.0 -99.0 -99.0 -3.5163265443372946 -2.882098067444325
NGC4799 -99.0 -99.0 -99.0 -2.790509455684402 -2.3731650668760502
NGC4808 8.47900000000066 0.04300000000001347 0.0420000000000158 -2.961196650905573 -2.735431314401691
NGC4826 -99.0 -99.0 -99.0 -3.093323299781045 -2.143247186598738
NGC4845 -99.0 -99.0 -99.0 -2.0228786028736603 -1.069184363327839
NGC4866 -99.0 -99.0 -99.0 -3.035926278135642 -2.4592314992363242
NGC4904 8.47400000000066 0.041000000000012804 0.04000000000001336 -2.7174285348472704 -2.3779991218744847
NGC4941 8.590000000000698 0.011000000000004562 0.01000000000000334 -2.1058265219634817 -1.6505621922430513
NGC4945 8.549000000000685 0.010000000000005116 0.004000000000001336 -2.7555578232199553 -1.6041920819117865
NGC4961 8.117000000000541 0.05300000000001859 0.05700000000001815 -2.8996078205427955 -2.7017693879121274
NGC4981 8.56500000000069 0.00600000000000378 0.008000000000002672 -2.8193421359882933 -2.4889657817335595
NGC5012 -99.0 -99.0 -99.0 -2.458620168424467 -2.0719993900840987
NGC5014 8.432000000000645 0.06300000000002015 0.062000000000020705 -2.846730316409649 -2.526460387280216
NGC5016 8.602000000000702 0.02800000000000935 0.029000000000008797 -2.7162121887596307 -2.387800371549123
NGC5023 8.076000000000526 0.04900000000001725 0.0500000000000167 -2.7456435324332924 -2.566622767066282
NGC5033 8.543000000000681 0.03300000000001013 0.03100000000001124 -2.782463088598394 -2.4832098424374602
NGC5055 8.581000000000696 0.05400000000001981 0.05300000000001681 -2.547342777758956 -2.210532417966467
NGC5116 8.53900000000068 0.06400000000002137 0.0650000000000226 -2.622428097438317 -2.2475195068133105
NGC5117 8.338000000000614 0.07200000000002404 0.07700000000002483 -2.9281165859772202 -2.7278805617815607
NGC5122 -99.0 -99.0 -99.0 -3.1817439078021907 -2.6565357009494717
NGC5128 8.615000000000705 0.026000000000006906 0.02800000000000935 -2.6246381041746822 -1.629909350670029
NGC5145 8.610000000000705 0.01800000000000601 0.02000000000000668 -2.7724815168808474 -2.4185916867187744
NGC5147 8.380000000000628 0.04300000000001347 0.042000000000014026 -2.683247513144505 -2.444427855000874
NGC5194 8.638000000000714 0.012000000000004007 0.006000000000002004 -2.2534002422343096 -1.907823846564709
NGC5236 8.559000000000687 0.0030000000000001137 0.0020000000000024443 -2.7987097304820883 -2.007871946828759
NGC5240 -99.0 -99.0 -99.0 -2.5815540280623273 -2.1998237721493696
NGC5248 8.576000000000693 0.009000000000003894 0.0070000000000014495 -2.576561436161196 -2.2629710927642623
NGC5290 -99.0 -99.0 -99.0 -2.789145056987014 -2.295397673963591
NGC5300 8.488000000000664 0.06600000000002204 0.06700000000002149 -2.3465107440451822 -2.121659155562091
NGC5301 8.50600000000067 0.06900000000002215 0.06900000000002215 -2.583664861803594 -2.3502062817291614
NGC5334 8.44400000000065 0.008000000000002672 0.0070000000000014495 -2.453776854493061 -2.2564371551452966
NGC5338 8.409000000000638 0.03800000000001447 0.039000000000012136 -2.736895361556185 -2.1203222356883145
NGC5347 -99.0 -99.0 -99.0 -2.5535817579009805 -2.2335852387832547
NGC5348 -99.0 -99.0 -99.0 -2.6856132899395875 -2.4700693610194038
NGC5350 -99.0 -99.0 -99.0 -2.700553700354532 -2.3825289222387633
NGC5355 -99.0 -99.0 -99.0 -5.076115882012429 -4.809441996631503
NGC5356 -99.0 -99.0 -99.0 -2.107026994686537 -1.739746103232737
NGC5358 -99.0 -99.0 -99.0 -3.8418868284290943 -3.5796929239431172
NGC5360 8.332000000000612 0.06300000000002015 0.06300000000002015 -2.007027970241129 -1.3291549842715884
NGC5363 -99.0 -99.0 -99.0 -2.803128651941077 -1.3568685760797117
NGC5364 -99.0 -99.0 -99.0 -2.325472234210355 -2.1851176930470313
NGC5398 8.108670321423592 0.08750786232640256 0.08755269164714426 -3.0906265499978307 -2.881390671719674
NGC5408 -99.0 -99.0 -99.0 -4.256384811911245 -4.085444298780948
NGC5426 8.466000000000657 0.009000000000002117 0.004000000000001336 -2.8480674818800074 -2.631135517689617
NGC5427 -99.0 -99.0 -99.0 -2.6821619070454097 -2.402063827354198
NGC5457 8.405000000000637 0.0020000000000024443 0.01700000000000479 -2.6500975073376143 -2.4461149099622537
NGC5474 8.231000000000577 0.02200000000000557 0.024000000000008015 -2.754474966649246 -2.5558780419922713
NGC5477 7.815000000000439 0.06100000000002037 0.062000000000020705 -4.205925059757506 -4.038967177505914
NGC5480 8.491000000000664 0.014000000000002899 0.010000000000005116 -2.580182613076326 -2.2244067922644595
NGC5485 -99.0 -99.0 -99.0 -3.6125666228460274 -2.854535355393774
NGC5486 8.248000000000584 0.0350000000000108 0.037000000000013245 -3.0215800182155155 -2.8289033230845337
NGC5496 8.204000000000569 0.052000000000017366 0.054000000000018034 -3.228934495870236 -3.0529503233001436
NGC5506 8.219000000000573 0.21100000000006958 0.20900000000007068 -2.734622507489406 -1.872386370350733
NGC5507 -99.0 -99.0 -99.0 -5.021380227388734 -4.205627303598167
NGC5529 -99.0 -99.0 -99.0 -2.6225225964150507 -2.2642128913022748
NGC5560 8.510000000000671 0.054000000000018034 0.0560000000000187 -2.7098595408087762 -2.375616004085445
NGC5566 -99.0 -99.0 -99.0 -2.2038909153528463 -1.7991298827697386
NGC5569 8.366000000000623 0.06400000000002137 0.06500000000002082 -2.3469098192097837 -2.1043438020166767
NGC5574 -99.0 -99.0 -99.0 -3.8570485933159717 -2.9779514928539346
NGC5577 8.465000000000657 0.029000000000010573 0.029000000000008797 -2.341485212585236 -2.1555380202197894
NGC5584 8.360000000000621 0.0030000000000001137 0.005000000000002558 -2.6007731761796093 -2.2801836990127673
NGC5636 8.510000000000671 0.06700000000002326 0.06500000000002082 -2.4416388123453485 -1.8101120013137286
NGC5638 -99.0 -99.0 -99.0 -4.902831701556411 -3.5422937714229
NGC5645 8.261000000000589 0.06300000000002193 0.06400000000002137 -2.740784362049633 -2.506852168872497
NGC5658 8.26500000000059 0.04300000000001525 0.041000000000012804 -2.7587495410712117 -2.4816125770000985
NGC5667 8.273000000000593 0.03100000000001124 0.030000000000008242 -2.8685639432079215 -2.6516950843343694
NGC5668 8.366000000000623 0.03100000000001124 0.03600000000001202 -2.528925490469084 -2.3674723264187674
NGC5669 8.348000000000617 0.04700000000001481 0.052000000000017366 -2.72717896687671 -2.5605464546978283
NGC5689 -99.0 -99.0 -99.0 -3.3913038515851155 -2.441384093890454
NGC5690 8.415000000000639 0.0560000000000187 0.0560000000000187 -3.133856483833813 -2.363053803834333
NGC5691 8.382000000000629 0.03500000000001258 0.034000000000011354 -2.996802762525912 -2.342990916281502
NGC5693 8.404000000000636 0.0650000000000226 0.06400000000002137 -2.825762637449881 -2.5873357559268473
NGC5701 8.666000000000723 0.15700000000005154 0.14700000000004998 -3.0054320252863604 -2.6291464772525552
NGC5705 8.262000000000588 0.041000000000012804 0.04000000000001336 -2.7680549830138523 -2.5744599637638896
NGC5713 8.50800000000067 0.03200000000001069 0.03300000000001191 -3.0073314822677157 -2.590464220010641
NGC5719 -99.0 -99.0 -99.0 -3.4053741494837784 -2.538100582973395
NGC5728 8.647000000000716 0.0350000000000108 0.03600000000001202 -2.7622583319456298 -2.1215354463916722
NGC5740 8.555000000000685 0.023000000000006793 0.024000000000008015 -2.7684484213640337 -2.6246138897386686
NGC5746 8.616000000000707 0.009000000000003894 0.01000000000000334 -2.5909606621600743 -1.85073331783869
NGC5750 8.5960000000007 0.023000000000006793 0.022000000000007347 -2.8601512364769746 -2.1302661378297456
NGC5777 -99.0 -99.0 -99.0 -2.829315222112967 -2.4577111625657144
NGC5850 -99.0 -99.0 -99.0 -2.4555228057845024 -1.8644588173777343
NGC5899 -99.0 -99.0 -99.0 -2.4797229600762583 -2.067089748044546
NGC5907 8.485000000000664 0.029000000000010573 0.02800000000000935 -2.634346387508293 -2.4449169703746816
NGC6143 -99.0 -99.0 -99.0 -2.739566827270759 -2.5202925460298826
NGC6221 -99.0 -99.0 -99.0 -3.5428700885670352 -2.3525421878676616
NGC6300 -99.0 -99.0 -99.0 -2.7938529360147846 -2.41308040232614
NGC6673 -99.0 -99.0 -99.0 -5.237847831885006 -4.636393204034621
NGC6703 -99.0 -99.0 -99.0 -3.632376808884634 -2.2888395905615315
NGC6814 -99.0 -99.0 -99.0 -2.4180826075769684 -2.1771603318941386
NGC6822 7.886878968848049 0.08623177973546908 0.08623038535675429 -3.4631899187731787 -3.265749463500092
NGC6946 8.549000000000685 0.06400000000002137 0.06600000000002026 -2.8119559654196156 -2.25797285375006
NGC7090 -99.0 -99.0 -99.0 -2.569178772218805 -2.2697524530654056
NGC7172 -99.0 -99.0 -99.0 -2.65346817445756 -1.6220836901910411
NGC7314 -99.0 -99.0 -99.0 -2.6682038190819695 -2.3562608112049803
NGC7320 8.254000000000586 0.019000000000007233 0.02000000000000668 -2.772519628193105 -2.524063671790475
NGC7331 8.562000000000689 0.03300000000001013 0.03100000000001124 -2.4554658247554935 -2.2908610246785
NGC7463 -99.0 -99.0 -99.0 -2.9373800041872657 -2.702009783541906
NGC7465 -99.0 -99.0 -99.0 -3.1777409230558775 -2.921478797076012
NGC7552 8.530000000000678 0.01800000000000601 0.019000000000007233 -3.248685356182409 -2.3390346651436396
NGC7582 8.56500000000069 0.03400000000001313 0.03300000000001013 -2.728915340388661 -2.2791649532059215
NGC7625 8.589000000000699 0.06100000000002126 0.059000000000018815 -2.9695014762717404 -2.419782196681964
NGC7667 8.049674120037073 0.07800000000002427 0.07900000000002727 -4.252992953307273 -4.093186134091212
NGC7689 -99.0 -99.0 -99.0 -2.668998860662467 -2.446668759025976
NGC7690 -99.0 -99.0 -99.0 -3.1105380643157745 -2.7904070055469377
NGC7694 -99.0 -99.0 -99.0 -2.8989456449072835 -2.667832668173109
NGC7716 8.515000000000672 0.012000000000004007 0.018000000000007788 -2.883680444653214 -2.5364055739792977
NGC7721 8.497000000000668 0.00600000000000378 0.0070000000000014495 -2.5793405617778586 -2.338578833669267
NGC7755 8.509000000000672 0.009000000000003894 0.008000000000002672 -2.740757770466341 -2.4503726748439543
NGC7757 -99.0 -99.0 -99.0 -2.693498333244879 -2.4895512608622514
NGC7764 -99.0 -99.0 -99.0 -2.5317266557449556 -2.271851302770603
NGC7793 8.408000000000637 0.03300000000001191 0.03200000000001069 -2.5468140941778126 -2.3503399615730034
PGC008962 7.976000000000493 0.10500000000003507 0.10300000000003351 -3.8647301872268978 -3.6981289927837104
PGC009485 -99.0 -99.0 -99.0 -3.0344533355592596 -2.4799170022163106
PGC012608 -99.0 -99.0 -99.0 -3.8208186127490738 -3.6510289076610127
PGC028759 -99.0 -99.0 -99.0 -5.2609011027228165 -5.1355222328373
PGC029653 7.608432439963049 0.0969896538713347 0.09393933170212136 -4.584428146957244 -4.45065892659276
PGC039052 8.436000000000647 0.06700000000002149 0.06800000000002271 -2.8436418999538775 -2.4399904164143895
PGC039799 -99.0 -99.0 -99.0 -4.386788574241335 -4.2262618987717975
PGC040045 -99.0 -99.0 -99.0 -3.7978564321573867 -3.5391126939648414
PGC041994 -99.0 -99.0 -99.0 -4.121780338591498 -3.985879734004974
PGC042068 8.23900000000058 0.07200000000002404 0.0710000000000246 -3.427392347876451 -2.8234182501113123
PGC042160 8.169000000000558 0.044000000000014694 0.04200000000001225 -2.748353614372764 -2.468004056677362
PGC044532 7.968719119452794 0.04100000000001369 0.041000000000012804 -3.6190120755093944 -3.4521378557805407
PGC046875 -99.0 -99.0 -99.0 -3.301326897915017 -3.08409558519108
PGC065367 -99.0 -99.0 -99.0 -4.073869875000246 -3.9043485507496007
PGC072006 -99.0 -99.0 -99.0 -2.925426913802173 -2.7610922829089803
PGC090942 -99.0 -99.0 -99.0 -4.897328734242226 -4.7631948220735
PGC091228 8.160000000000554 0.11600000000003874 0.1120000000000374 -3.303790948040432 -3.1167464021537556
PGC166069 -99.0 -99.0 -99.0 -1.7334839006756735 -1.1316117242221646
PGC166071 -99.0 -99.0 -99.0 -3.4754037873763983 -3.1041000634964178
PGC166077 -99.0 -99.0 -99.0 -1.5575563265748766 -1.2051411218964558
PGC166755 -99.0 -99.0 -99.0 -2.8127708319611053 -2.590479490153967
PGC166861 -99.0 -99.0 -99.0 -3.423222820716253 -3.1765711093159514
PGC2807061 -99.0 -99.0 -99.0 -5.079565323033372 -4.914330246488108
SDSSJ121... -99.0 -99.0 -99.0 -3.822278844210251 -3.628536482496543
SDSSJ140... -99.0 -99.0 -99.0 -2.6127539335131136 -2.3243287281644256
UGC00300 7.981000000000495 0.0500000000000167 0.05100000000001703 -4.039225580113289 -3.863843713761215
UGC00313 8.304000000000602 0.15400000000005143 0.15500000000005087 -2.28236690954635 -1.8490380365580374
UGC00320 -99.0 -99.0 -99.0 -3.9784957034323534 -3.7837264577531315
UGC00772 -99.0 -99.0 -99.0 -4.376650031297056 -4.232942244370413
UGC00931 7.952000000000485 0.07500000000002505 0.07300000000002527 -2.892379937843517 -2.7283992210669568
UGC02392 -99.0 -99.0 -99.0 -2.9755364010954435 -2.7363296207563326
UGC02826 -99.0 -99.0 -99.0 -2.866168837237141 -2.4358868172904047
UGC03016 -99.0 -99.0 -99.0 -2.4121015145385543 -1.8562747991248532
UGC03701 8.360000000000621 0.03800000000001269 0.039000000000012136 -3.000381538155994 -2.7982134352209034
UGC04305 7.772000000000425 0.04800000000001603 0.049000000000016364 -3.8611137783115916 -3.698672833697104
UGC04483 7.588646139684629 0.07600000000002538 0.08000000000002672 -4.236132592585392 -4.100848467535977
UGC04549 8.47300000000066 0.06700000000002326 0.06800000000002271 -2.662664445089389 -2.4051242038246397
UGC04551 -99.0 -99.0 -99.0 -3.965161335856291 -3.122035448020427
UGC04684 8.350000000000618 0.06500000000002082 0.06400000000002137 -3.147096802022621 -2.9641381745526023
UGC05139 7.923000000000475 0.10400000000003473 0.10100000000003373 -4.55215010226504 -4.402228819867757
UGC05340 -99.0 -99.0 -99.0 -4.844089684071572 -4.702902695563995
UGC05373 7.694110191614436 0.08768853452675067 0.08751056888049717 -3.565741369289563 -3.3875858267548513
UGC05423 -99.0 -99.0 -99.0 -3.3762115773256465 -3.153296491323626
UGC05454 8.077000000000528 0.0710000000000246 0.0700000000000216 -3.7355939072360433 -3.5817797416364643
UGC05612 -99.0 -99.0 -99.0 -2.68738761320805 -2.4561822849816584
UGC05686 -99.0 -99.0 -99.0 -3.2210133202000715 -3.0641393659067355
UGC05689 -99.0 -99.0 -99.0 -2.751156984211252 -2.530990399166586
UGC05692 8.183000000000561 0.041000000000012804 0.04000000000001336 -2.310404064865287 -1.5833595889004428
UGC05720 8.42664393 -99.0 -99.0 -2.9873424008776928 -2.692306008636749
UGC05846 -99.0 -99.0 -99.0 -4.156987869546886 -4.0133782691654005
UGC05958 8.344000000000616 0.06700000000002149 0.06600000000002204 -2.3890595127049195 -2.0411589104599726
UGC05990 8.335000000000612 0.02700000000000813 0.02800000000000935 -2.4911360173771366 -2.211206327309051
UGC06016 8.044000000000516 0.06600000000002204 0.06400000000002137 -4.506630110680285 -4.362957144485045
UGC06023 8.430000000000645 0.009000000000002117 0.008000000000002672 -2.6183750960135113 -2.3410947125150843
UGC06324 -99.0 -99.0 -99.0 -2.616752338173454 -2.323942495564399
UGC06341 8.094000000000532 0.07500000000002593 0.07400000000002471 -4.094997784843006 -3.90410182554317
UGC06566 -99.0 -99.0 -99.0 -4.059423351360008 -3.915195049563244
UGC06575 8.191000000000564 0.07400000000002294 0.07000000000002515 -2.942466913148306 -2.746544824249111
UGC06879 8.395000000000632 0.06700000000002149 0.06700000000002326 -2.6282713170218246 -2.355182826317392
UGC06998 8.241000000000582 0.06100000000002126 0.06300000000002015 -3.4043521291694216 -3.2176553613315937
UGC07035 8.231000000000577 0.06300000000002015 0.06300000000002193 -2.9979297393817945 -2.6726722453860012
UGC07086 -99.0 -99.0 -99.0 -2.6134194284154173 -2.329097426391563
UGC07089 8.35294197 -99.0 -99.0 -2.279025205231705 -2.0600949815221585
UGC07094 8.19607254 -99.0 -99.0 -3.2342319193339626 -2.990552320454356
UGC07178 8.287000000000596 0.07400000000002294 0.08000000000002672 -3.8870546590844746 -3.718859256181127
UGC07184 8.246000000000583 0.03900000000001391 0.03900000000001391 -2.9768446862540734 -2.7810656060483514
UGC07249 8.044000000000516 0.0500000000000167 0.04800000000001603 -2.7723418016435986 -2.6082923989900344
UGC07321 8.190000000000564 0.07400000000002471 0.0710000000000246 -2.983691907784996 -2.7986002075933447
UGC07387 8.408000000000637 0.06800000000002271 0.07100000000002282 -2.514671265141658 -2.2034021106411026
UGC07396 8.20800000000057 0.0650000000000226 0.06700000000002149 -2.8533280579831484 -2.636797242631902
UGC07422 8.535000000000679 0.06400000000002137 0.06200000000002248 -2.7896442116185343 -2.1655356186475334
UGC07522 -99.0 -99.0 -99.0 -2.3653276407521338 -1.919450446282926
UGC07579 8.372000000000625 0.0650000000000226 0.06600000000002204 -2.547228433864199 -2.1961151491997257
UGC07596 -99.0 -99.0 -99.0 -3.158765568645185 -2.6709951849733917
UGC07636 -99.0 -99.0 -99.0 -3.6411974670768097 -3.2578886942078347
UGC07700 8.311000000000604 0.046000000000013586 0.04600000000001714 -3.067684694015673 -2.8806256746514616
UGC07795 7.932000000000478 -99.0 -99.0 -2.7400485546373554 -2.5630719839008864
UGC07802 8.26500000000059 0.06300000000002193 0.06300000000002015 -2.4969433519385054 -2.2072846510688873
UGC07982 8.470000000000658 0.06800000000002271 0.06500000000002082 -2.5248753270754727 -2.1567782031898086
UGC07991 8.284000000000596 0.06700000000002149 0.06900000000002393 -2.442530472642051 -2.0932281366696635
UGC08032 8.44500000000065 0.06800000000002271 0.06800000000002271 -2.319845976074811 -1.4549206678413613
UGC08042 8.362000000000622 0.06500000000002082 0.06400000000002137 -2.250165746762444 -1.940534326867057
UGC08181 8.008000000000504 0.12400000000004141 0.12200000000004074 -3.894380375115848 -3.700924905975671
UGC08201 -99.0 -99.0 -99.0 -3.385289432981036 -3.227952353539531
UGC08246 8.101000000000536 0.045000000000015916 0.044000000000014694 -2.8033403581678833 -2.6220669840400426
UGC08333 7.93800000000048 0.5740000000001917 0.5230000000001755 -2.965893043231879 -2.797775566790444
