# log Mstar SNIaR per Mstar err
8.625 	-12.16 	    0.14
8.875 	-12.15 	    0.10
9.125 	-12.19 	    0.07
9.375 	-12.18 	    0.05
9.625 	-12.30 	    0.04
9.875 	-12.44 	    0.04
10.125 	-12.549 	0.04
10.375 	-12.61 	    0.03
10.625 	-12.73 	    0.03
10.875 	-12.76 	    0.03
11.125 	-12.84 	    0.05
11.375 	-13.01  	0.10
