# logM* log10_ridge log10_mean log10_median log10_q84 log10_q16
9.645,0.538,0.755,0.557,0.948,0.177
9.658,0.546,0.763,0.566,0.956,0.186
9.672,0.554,0.771,0.574,0.965,0.195
9.685,0.561,0.779,0.582,0.973,0.203
9.699,0.569,0.787,0.591,0.981,0.212
9.713,0.577,0.795,0.599,0.989,0.220
9.726,0.584,0.803,0.607,0.997,0.229
9.740,0.592,0.812,0.615,1.005,0.237
9.753,0.600,0.820,0.623,1.014,0.245
9.767,0.608,0.829,0.632,1.022,0.253
9.780,0.617,0.837,0.640,1.031,0.261
9.794,0.626,0.846,0.649,1.040,0.269
9.808,0.635,0.856,0.658,1.049,0.278
9.821,0.644,0.866,0.667,1.059,0.286
9.835,0.654,0.875,0.677,1.069,0.295
9.848,0.665,0.886,0.687,1.079,0.303
9.862,0.676,0.896,0.697,1.089,0.312
9.875,0.687,0.907,0.708,1.100,0.321
9.889,0.699,0.918,0.719,1.111,0.330
9.903,0.711,0.929,0.730,1.123,0.339
9.916,0.723,0.941,0.741,1.135,0.348
9.930,0.736,0.952,0.753,1.146,0.357
9.943,0.749,0.964,0.765,1.159,0.365
9.957,0.762,0.975,0.777,1.171,0.374
9.970,0.775,0.987,0.789,1.183,0.383
9.984,0.788,0.999,0.801,1.196,0.392
9.997,0.802,1.010,0.813,1.208,0.400
10.011,0.815,1.022,0.825,1.221,0.408
10.025,0.828,1.033,0.837,1.233,0.416
10.038,0.842,1.044,0.849,1.245,0.423
10.052,0.855,1.055,0.861,1.258,0.431
10.065,0.868,1.066,0.872,1.270,0.437
10.079,0.881,1.077,0.884,1.282,0.444
10.092,0.894,1.087,0.895,1.294,0.449
10.106,0.907,1.098,0.906,1.306,0.454
10.120,0.920,1.108,0.917,1.318,0.459
10.133,0.933,1.117,0.927,1.329,0.463
10.147,0.946,1.127,0.938,1.340,0.466
10.160,0.958,1.136,0.947,1.351,0.468
10.174,0.971,1.146,0.957,1.362,0.470
