# logM* log10_ridge log10_mean log10_median log10_q84 log10_q16
8.817,-0.500,-0.262,-0.556,-0.065,-1.169
8.831,-0.497,-0.260,-0.553,-0.064,-1.167
8.844,-0.494,-0.259,-0.551,-0.062,-1.165
8.858,-0.491,-0.257,-0.548,-0.061,-1.162
8.871,-0.487,-0.255,-0.545,-0.059,-1.160
8.885,-0.484,-0.253,-0.542,-0.058,-1.157
8.898,-0.480,-0.251,-0.539,-0.055,-1.153
8.912,-0.475,-0.248,-0.535,-0.053,-1.150
8.926,-0.471,-0.245,-0.531,-0.051,-1.146
8.939,-0.466,-0.242,-0.526,-0.048,-1.141
8.953,-0.461,-0.239,-0.522,-0.045,-1.136
8.966,-0.455,-0.235,-0.517,-0.042,-1.131
8.980,-0.449,-0.231,-0.511,-0.038,-1.125
8.993,-0.443,-0.227,-0.505,-0.034,-1.119
9.007,-0.437,-0.222,-0.499,-0.030,-1.112
9.021,-0.430,-0.217,-0.493,-0.025,-1.104
9.034,-0.423,-0.212,-0.486,-0.020,-1.097
9.048,-0.415,-0.206,-0.478,-0.015,-1.088
9.061,-0.408,-0.201,-0.471,-0.010,-1.079
9.075,-0.400,-0.195,-0.463,-0.004,-1.070
9.088,-0.392,-0.188,-0.455,0.002,-1.060
9.102,-0.384,-0.182,-0.446,0.008,-1.050
9.116,-0.375,-0.175,-0.438,0.014,-1.040
9.129,-0.367,-0.168,-0.429,0.021,-1.029
9.143,-0.358,-0.161,-0.420,0.028,-1.018
9.156,-0.349,-0.154,-0.411,0.034,-1.007
9.170,-0.341,-0.147,-0.402,0.041,-0.996
9.183,-0.332,-0.140,-0.393,0.048,-0.985
9.197,-0.322,-0.132,-0.383,0.056,-0.974
9.211,-0.313,-0.125,-0.373,0.063,-0.963
9.224,-0.304,-0.117,-0.364,0.071,-0.951
9.238,-0.294,-0.109,-0.354,0.079,-0.940
9.251,-0.284,-0.101,-0.344,0.087,-0.929
9.265,-0.274,-0.093,-0.333,0.095,-0.917
9.278,-0.264,-0.085,-0.323,0.103,-0.905
9.292,-0.253,-0.076,-0.312,0.112,-0.893
9.306,-0.242,-0.067,-0.301,0.121,-0.881
9.319,-0.231,-0.058,-0.290,0.130,-0.869
9.333,-0.219,-0.049,-0.278,0.140,-0.857
9.346,-0.207,-0.039,-0.267,0.150,-0.845
9.360,-0.195,-0.029,-0.255,0.160,-0.832
9.373,-0.183,-0.019,-0.243,0.170,-0.820
9.387,-0.170,-0.009,-0.231,0.181,-0.808
9.401,-0.158,0.002,-0.218,0.192,-0.796
9.414,-0.145,0.012,-0.206,0.203,-0.784
9.428,-0.132,0.023,-0.193,0.214,-0.772
9.441,-0.119,0.034,-0.181,0.225,-0.761
9.455,-0.106,0.046,-0.168,0.237,-0.750
9.468,-0.093,0.057,-0.155,0.248,-0.739
9.482,-0.079,0.068,-0.143,0.260,-0.729
9.495,-0.066,0.080,-0.130,0.272,-0.719
9.509,-0.053,0.092,-0.117,0.284,-0.709
9.523,-0.040,0.103,-0.105,0.296,-0.700
9.536,-0.027,0.115,-0.092,0.309,-0.691
9.550,-0.014,0.127,-0.080,0.321,-0.683
9.563,-0.001,0.139,-0.067,0.333,-0.675
9.577,0.012,0.151,-0.055,0.346,-0.668
9.590,0.025,0.163,-0.043,0.358,-0.660
9.604,0.038,0.175,-0.030,0.370,-0.653
9.618,0.051,0.187,-0.018,0.383,-0.647
9.631,0.064,0.199,-0.006,0.395,-0.641
9.645,0.077,0.211,0.006,0.408,-0.635
9.658,0.090,0.223,0.018,0.420,-0.630
9.672,0.103,0.235,0.029,0.433,-0.624
9.685,0.116,0.247,0.041,0.445,-0.620
9.699,0.129,0.259,0.053,0.458,-0.615
9.713,0.142,0.271,0.065,0.470,-0.612
9.726,0.156,0.283,0.076,0.483,-0.608
9.740,0.169,0.295,0.088,0.495,-0.605
9.753,0.183,0.306,0.099,0.508,-0.603
9.767,0.197,0.318,0.111,0.520,-0.600
9.780,0.211,0.330,0.122,0.532,-0.599
9.794,0.225,0.341,0.134,0.545,-0.598
9.808,0.239,0.353,0.145,0.557,-0.597
9.821,0.253,0.364,0.156,0.570,-0.597
9.835,0.268,0.375,0.168,0.582,-0.598
9.848,0.283,0.386,0.179,0.594,-0.599
9.862,0.297,0.397,0.190,0.607,-0.601
9.875,0.312,0.408,0.201,0.619,-0.603
9.889,0.327,0.419,0.211,0.631,-0.606
9.903,0.342,0.430,0.222,0.643,-0.609
9.916,0.357,0.440,0.233,0.655,-0.613
9.930,0.373,0.451,0.243,0.667,-0.618
9.943,0.388,0.461,0.253,0.679,-0.623
9.957,0.403,0.471,0.264,0.690,-0.629
9.970,0.418,0.481,0.274,0.702,-0.635
9.984,0.433,0.490,0.283,0.713,-0.642
9.997,0.448,0.500,0.293,0.724,-0.650
10.011,0.462,0.509,0.302,0.735,-0.658
10.025,0.477,0.519,0.311,0.746,-0.666
10.038,0.491,0.528,0.320,0.757,-0.676
10.052,0.506,0.537,0.329,0.767,-0.685
10.065,0.520,0.545,0.337,0.778,-0.695
10.079,0.533,0.554,0.345,0.788,-0.706
10.092,0.547,0.562,0.353,0.798,-0.717
10.106,0.560,0.570,0.361,0.808,-0.728
10.120,0.573,0.578,0.368,0.818,-0.740
10.133,0.585,0.586,0.375,0.827,-0.753
10.147,0.598,0.593,0.382,0.836,-0.766
10.160,0.610,0.601,0.389,0.846,-0.779
10.174,0.622,0.608,0.395,0.854,-0.793
10.187,0.633,0.615,0.402,0.863,-0.807
10.201,0.645,0.622,0.408,0.872,-0.822
10.215,0.656,0.628,0.414,0.880,-0.837
10.228,0.667,0.635,0.420,0.889,-0.852
10.242,0.678,0.641,0.425,0.897,-0.868
10.255,0.688,0.648,0.431,0.905,-0.884
10.269,0.699,0.654,0.436,0.912,-0.900
10.282,0.709,0.660,0.441,0.920,-0.916
10.296,0.719,0.665,0.446,0.927,-0.932
10.310,0.729,0.671,0.450,0.934,-0.949
10.323,0.739,0.676,0.454,0.941,-0.965
10.337,0.748,0.681,0.458,0.948,-0.982
10.350,0.757,0.686,0.462,0.954,-0.998
10.364,0.766,0.691,0.465,0.961,-1.015
10.377,0.775,0.696,0.468,0.967,-1.031
10.391,0.784,0.700,0.470,0.972,-1.046
10.405,0.793,0.704,0.472,0.978,-1.062
10.418,0.801,0.708,0.474,0.983,-1.078
10.432,0.810,0.711,0.474,0.988,-1.093
10.445,0.818,0.714,0.474,0.993,-1.108
10.459,0.826,0.717,0.473,0.998,-1.122
10.472,0.833,0.720,0.472,1.002,-1.137
10.486,0.841,0.723,0.469,1.006,-1.151
10.499,0.848,0.725,0.466,1.010,-1.165
10.513,0.856,0.727,0.462,1.014,-1.178
10.527,0.863,0.729,0.458,1.017,-1.191
10.540,0.870,0.730,0.452,1.021,-1.203
10.554,0.876,0.732,0.446,1.024,-1.215
10.567,0.883,0.733,0.439,1.027,-1.227
10.581,0.889,0.734,0.431,1.030,-1.237
10.594,0.895,0.736,0.423,1.033,-1.247
10.608,0.901,0.737,0.414,1.036,-1.256
10.622,0.907,0.738,0.405,1.039,-1.264
10.635,0.913,0.740,0.396,1.042,-1.271
10.649,0.918,0.741,0.386,1.045,-1.277
10.662,0.923,0.742,0.376,1.048,-1.282
10.676,0.927,0.744,0.366,1.051,-1.286
10.689,0.932,0.745,0.356,1.054,-1.289
10.703,0.936,0.747,0.346,1.057,-1.291
10.717,0.939,0.749,0.337,1.060,-1.292
10.730,0.943,0.750,0.327,1.063,-1.293
10.744,0.946,0.752,0.317,1.066,-1.292
10.757,0.949,0.754,0.308,1.068,-1.291
10.771,0.951,0.756,0.298,1.071,-1.289
10.784,0.954,0.757,0.289,1.074,-1.287
10.798,0.956,0.759,0.280,1.076,-1.284
10.812,0.958,0.761,0.271,1.078,-1.281
10.825,0.960,0.763,0.262,1.080,-1.277
10.839,0.963,0.764,0.253,1.082,-1.274
10.852,0.965,0.765,0.244,1.083,-1.270
10.866,0.967,0.767,0.235,1.085,-1.266
10.879,0.969,0.768,0.226,1.086,-1.262
10.893,0.971,0.768,0.217,1.086,-1.258
10.907,0.973,0.769,0.208,1.087,-1.254
10.920,0.975,0.769,0.198,1.087,-1.250
10.934,0.977,0.769,0.188,1.087,-1.246
10.947,0.979,0.769,0.178,1.086,-1.242
10.961,0.981,0.768,0.167,1.084,-1.238
10.974,0.983,0.767,0.156,1.083,-1.235
10.988,0.984,0.766,0.144,1.080,-1.231
11.002,0.985,0.764,0.132,1.077,-1.227
11.015,0.986,0.761,0.119,1.074,-1.224
11.029,0.986,0.758,0.106,1.070,-1.220
11.042,0.986,0.755,0.092,1.065,-1.217
11.056,0.986,0.751,0.078,1.060,-1.213
11.069,0.985,0.747,0.064,1.054,-1.209
11.083,0.984,0.743,0.049,1.047,-1.205
11.096,0.983,0.737,0.035,1.041,-1.201
11.110,0.981,0.732,0.020,1.033,-1.197
11.124,0.980,0.726,0.005,1.026,-1.193
11.137,0.978,0.720,-0.009,1.018,-1.189
