# logM* log10_ridge log10_mean log10_median log10_q84 log10_q16
8.600,nan,nan,nan,nan,nan
8.614,nan,nan,nan,nan,nan
8.627,nan,nan,nan,nan,nan
8.641,nan,nan,nan,nan,nan
8.654,nan,nan,nan,nan,nan
8.668,nan,nan,nan,nan,nan
8.681,nan,nan,nan,nan,nan
8.695,nan,nan,nan,nan,nan
8.709,nan,nan,nan,nan,nan
8.722,nan,nan,nan,nan,nan
8.736,nan,nan,nan,nan,nan
8.749,nan,nan,nan,nan,nan
8.763,nan,nan,nan,nan,nan
8.776,nan,nan,nan,nan,nan
8.790,nan,nan,nan,nan,nan
8.804,nan,nan,nan,nan,nan
8.817,nan,nan,nan,nan,nan
8.831,nan,nan,nan,nan,nan
8.844,nan,nan,nan,nan,nan
8.858,nan,nan,nan,nan,nan
8.871,nan,nan,nan,nan,nan
8.885,nan,nan,nan,nan,nan
8.898,nan,nan,nan,nan,nan
8.912,nan,nan,nan,nan,nan
8.926,nan,nan,nan,nan,nan
8.939,nan,nan,nan,nan,nan
8.953,nan,nan,nan,nan,nan
8.966,nan,nan,nan,nan,nan
8.980,nan,nan,nan,nan,nan
8.993,nan,nan,nan,nan,nan
9.007,nan,nan,nan,nan,nan
9.021,nan,nan,nan,nan,nan
9.034,nan,nan,nan,nan,nan
9.048,nan,nan,nan,nan,nan
9.061,nan,nan,nan,nan,nan
9.075,nan,nan,nan,nan,nan
9.088,nan,nan,nan,nan,nan
9.102,nan,nan,nan,nan,nan
9.116,nan,nan,nan,nan,nan
9.129,nan,nan,nan,nan,nan
9.143,nan,nan,nan,nan,nan
9.156,nan,nan,nan,nan,nan
9.170,nan,nan,nan,nan,nan
9.183,nan,nan,nan,nan,nan
9.197,nan,nan,nan,nan,nan
9.211,nan,nan,nan,nan,nan
9.224,nan,nan,nan,nan,nan
9.238,nan,nan,nan,nan,nan
9.251,nan,nan,nan,nan,nan
9.265,nan,nan,nan,nan,nan
9.278,nan,nan,nan,nan,nan
9.292,nan,nan,nan,nan,nan
9.306,nan,nan,nan,nan,nan
9.319,nan,nan,nan,nan,nan
9.333,nan,nan,nan,nan,nan
9.346,nan,nan,nan,nan,nan
9.360,nan,nan,nan,nan,nan
9.373,nan,nan,nan,nan,nan
9.387,nan,nan,nan,nan,nan
9.401,nan,nan,nan,nan,nan
9.414,nan,nan,nan,nan,nan
9.428,nan,nan,nan,nan,nan
9.441,nan,nan,nan,nan,nan
9.455,nan,nan,nan,nan,nan
9.468,nan,nan,nan,nan,nan
9.482,nan,nan,nan,nan,nan
9.495,nan,nan,nan,nan,nan
9.509,nan,nan,nan,nan,nan
9.523,nan,nan,nan,nan,nan
9.536,nan,nan,nan,nan,nan
9.550,nan,nan,nan,nan,nan
9.563,nan,nan,nan,nan,nan
9.577,nan,nan,nan,nan,nan
9.590,nan,nan,nan,nan,nan
9.604,nan,nan,nan,nan,nan
9.618,nan,nan,nan,nan,nan
9.631,nan,nan,nan,nan,nan
9.645,nan,nan,nan,nan,nan
9.658,nan,nan,nan,nan,nan
9.672,nan,nan,nan,nan,nan
9.685,nan,nan,nan,nan,nan
9.699,nan,nan,nan,nan,nan
9.713,nan,nan,nan,nan,nan
9.726,nan,nan,nan,nan,nan
9.740,nan,nan,nan,nan,nan
9.753,nan,nan,nan,nan,nan
9.767,nan,nan,nan,nan,nan
9.780,nan,nan,nan,nan,nan
9.794,nan,nan,nan,nan,nan
9.808,nan,nan,nan,nan,nan
9.821,nan,nan,nan,nan,nan
9.835,nan,nan,nan,nan,nan
9.848,nan,nan,nan,nan,nan
9.862,0.964,1.110,0.918,1.319,0.501
9.875,0.970,1.115,0.923,1.325,0.505
9.889,0.976,1.121,0.928,1.330,0.509
9.903,0.983,1.126,0.933,1.336,0.514
9.916,0.990,1.133,0.939,1.342,0.518
9.930,0.997,1.139,0.945,1.348,0.523
9.943,1.004,1.146,0.951,1.355,0.528
9.957,1.012,1.153,0.957,1.362,0.533
9.970,1.020,1.160,0.964,1.369,0.539
9.984,1.029,1.168,0.971,1.377,0.544
9.997,1.038,1.176,0.978,1.385,0.550
10.011,1.048,1.184,0.986,1.394,0.555
10.025,1.058,1.193,0.994,1.403,0.561
10.038,1.069,1.203,1.003,1.412,0.567
10.052,1.080,1.213,1.011,1.422,0.572
10.065,1.092,1.223,1.021,1.433,0.578
10.079,1.104,1.233,1.030,1.444,0.583
10.092,1.116,1.244,1.040,1.455,0.588
10.106,1.129,1.255,1.050,1.467,0.593
10.120,1.142,1.266,1.060,1.479,0.598
10.133,1.156,1.277,1.070,1.491,0.602
10.147,1.169,1.289,1.081,1.504,0.606
10.160,1.183,1.301,1.091,1.517,0.609
10.174,1.197,1.312,1.102,1.530,0.612
10.187,1.211,1.324,1.113,1.543,0.614
10.201,1.225,1.335,1.124,1.556,0.616
10.215,1.239,1.347,1.134,1.569,0.617
10.228,1.253,1.358,1.145,1.583,0.617
10.242,1.267,1.369,1.155,1.596,0.617
10.255,1.281,1.380,1.166,1.608,0.616
10.269,1.294,1.390,1.176,1.621,0.614
10.282,1.308,1.401,1.185,1.633,0.612
10.296,1.321,1.411,1.195,1.646,0.609
10.310,1.334,1.420,1.204,1.657,0.605
10.323,1.347,1.430,1.213,1.669,0.600
10.337,1.359,1.439,1.221,1.680,0.594
10.350,1.371,1.447,1.229,1.691,0.587
10.364,1.383,1.456,1.236,1.701,0.579
10.377,1.395,1.463,1.243,1.711,0.570
10.391,1.407,1.471,1.249,1.720,0.560
10.405,1.418,1.478,1.255,1.729,0.549
10.418,1.430,1.485,1.260,1.738,0.537
10.432,1.441,1.491,1.264,1.746,0.524
10.445,1.452,1.497,1.268,1.754,0.509
10.459,1.462,1.503,1.271,1.762,0.494
10.472,1.473,1.508,1.273,1.769,0.477
10.486,1.484,1.513,1.275,1.776,0.460
10.499,1.495,1.518,1.277,1.782,0.442
10.513,1.505,1.523,1.277,1.789,0.423
10.527,1.516,1.527,1.278,1.795,0.403
10.540,1.527,1.532,1.278,1.801,0.384
10.554,1.538,1.536,1.277,1.807,0.363
10.567,1.549,1.540,1.277,1.813,0.343
10.581,1.559,1.544,1.276,1.819,0.323
10.594,1.570,1.548,1.274,1.825,0.303
10.608,1.581,1.552,1.273,1.831,0.284
10.622,1.592,1.557,1.272,1.836,0.265
