logM logSFR
7.312455792742947 -20.0
7.243822054802909 -20.0
7.467923612306086 -20.0
7.267725352513115 -20.0
7.443024931747814 -20.0
7.403282896157205 -20.0
7.512705365931828 -3.4577069421654896
7.367172413238905 -20.0
7.030795908800249 -20.0
7.303191352315964 -20.0
7.457004350443388 -3.3269668947511586
7.040639698063357 -20.0
7.265746940878431 -20.0
7.384361906094316 -20.0
7.177277899358785 -20.0
7.325622167847454 -20.0
7.273864101434922 -20.0
7.141145290525712 -20.0
6.608549069609663 -20.0
7.147441852711836 -20.0
7.243452170678189 -20.0
7.3052593323470845 -20.0
6.845667165861448 -20.0
7.0657805105595735 -20.0
7.0780727918632715 -20.0
7.055904741182512 -20.0
6.986513210183123 -20.0
7.002861755729915 -20.0
7.220861463071717 -20.0
6.993691526283566 -20.0
7.018475786414782 -20.0
7.136137180552026 -20.0
7.240119346087598 -20.0
7.139331014166629 -20.0
7.2676133298933765 -20.0
7.441918820888196 -20.0
7.483858192404364 -3.7319042716230215
7.46007555235477 -3.6229667438836275
7.515626574756923 -20.0
7.4293787319293 -20.0
7.5490771360710145 -20.0
7.431108653283616 -20.0
7.3928213402436995 -2.885896301908073
7.493100331667439 -2.2765127574575086
7.451295360985586 -20.0
7.362983231468571 -20.0
7.460347210169018 -20.0
7.389601138123936 -20.0
7.324044955585162 -20.0
7.414235576901465 -20.0
7.119076036437412 -20.0
7.049752494179012 -20.0
7.200367251384355 -20.0
7.271104256881113 -20.0
7.300409648440655 -20.0
6.963129817980802 -20.0
7.010608608570442 -20.0
6.952731177166488 -20.0
7.016681864596287 -20.0
7.246943659477036 -20.0
7.313378420205812 -20.0
7.313431973219087 -20.0
7.29028373957802 -20.0
7.398093725659604 -20.0
7.367905378691754 -20.0
7.288813000285045 -20.0
7.413023317027887 -20.0
7.298550044317429 -20.0
7.41337175873657 -20.0
7.508752494757571 -20.0
7.5390984003509995 -3.5806623683534213
7.621302169836826 -3.0440421144651486
7.557471536210856 -20.0
7.520317931682101 -20.0
7.611471642773466 -2.4385363743769024
7.704265357336884 -3.4317694031021677
7.565189740145911 -2.369221712720478
7.662378374385361 -2.3896027740836288
7.689323238668031 -2.7910035892661997
7.560136273551036 -20.0
7.559357080987812 -20.0
7.296422323452161 -20.0
7.483278394615634 -20.0
7.495400485658291 -20.0
7.35098947620934 -20.0
7.372729330720913 -20.0
7.386391650875513 -20.0
7.3135320670882775 -20.0
7.252199008317192 -20.0
7.261871873535443 -20.0
7.297945091879793 -20.0
7.339759515617063 -20.0
7.287775858785654 -20.0
7.292214975668188 -20.0
7.203074470607017 -20.0
7.224922563522234 -20.0
7.381277378727036 -20.0
7.302949737919757 -20.0
7.445200271399263 -20.0
7.4411736483655275 -20.0
7.483671261992902 -20.0
7.5551103126043975 -20.0
7.6692890505027265 -20.0
7.726976803900846 -20.0
7.730475432604674 -20.0
7.810748945812557 -20.0
7.714668116464942 -3.1301862204743034
7.713200498645589 -20.0
7.813394533833844 -3.281593373979328
7.78922142452392 -2.4111466246173
7.797225690668847 -2.727494555933372
7.744584219727817 -3.320465356883491
7.792514652211169 -2.147400832277054
7.729738195820991 -2.9378300179695174
7.711746335522688 -2.225473892023122
7.739288196424431 -2.0633781803427405
7.787631563993699 -2.6716130763034514
7.908754362232307 -3.0153583575206113
7.634789758357925 -20.0
7.512125907552655 -20.0
7.3770438252860675 -20.0
7.338332806694549 -20.0
7.385336454379661 -20.0
7.404798628826012 -20.0
7.359216581716297 -20.0
7.179498484982946 -20.0
7.120113286913367 -20.0
7.279319310644898 -20.0
7.000751885307095 -20.0
6.673834798402589 -20.0
6.921337137735607 -20.0
7.004563560472463 -20.0
6.9288696726477745 -20.0
6.788038411330226 -20.0
6.788038411330226 -20.0
7.388306141101224 -20.0
7.287196340046397 -20.0
7.2875611203606505 -20.0
7.285962922157203 -20.0
7.239010655576378 -20.0
7.382704190343102 -20.0
7.4997663059456 -3.1337987383769645
7.412414410302932 -20.0
7.540400757351302 -20.0
7.5688411045275 -20.0
7.894817854288201 -20.0
7.8975522613719145 -20.0
7.840838996890953 -3.0378737829496503
7.8578382579062955 -2.6918029505715197
7.8424480891357025 -2.6887164905668777
7.886761627412918 -3.301654716388312
7.887380755729303 -20.0
7.830751313987688 -3.0167776780375437
7.855187737528205 -2.9357337839771094
7.834152036112045 -3.702375495866549
7.890516631902725 -3.5286541500959174
7.8344929632479765 -2.8750088397902522
7.838249467902172 -2.716059183006289
7.762865369987149 -2.240105375550605
7.769338133084439 -1.5448698906774714
7.809153186987665 -1.866714469969143
7.819035427288168 -2.194394963744677
7.73708915427623 -2.990709128393959
7.738594271388514 -20.0
7.48622921261854 -20.0
7.532369521910371 -20.0
7.461537562941855 -20.0
7.368440954388141 -20.0
7.095395513756217 -20.0
7.192288074045433 -20.0
7.277906528330023 -20.0
6.986480541729821 -20.0
6.673834798402589 -20.0
6.918595619868732 -20.0
7.004563560472463 -20.0
6.922983132525477 -20.0
6.788038411330225 -20.0
6.788038411330225 -20.0
7.313194442939649 -20.0
7.372288764322171 -20.0
7.344679453957767 -20.0
7.5604827780206705 -20.0
7.48212118376617 -20.0
7.611826675248695 -20.0
7.635418757057009 -2.5263040460758983
7.665763479146997 -2.754066994429695
7.706728982689394 -2.657180150060291
7.921154483152927 -2.39416205731308
7.861453042471786 -2.604264049343402
7.863503793426229 -2.877764546481745
7.936731626924184 -2.6659205727727526
7.995688013252298 -3.4211384909284472
7.898620701860017 -2.2687377895307996
7.889407405352635 -2.6320705210292066
7.8608054060230685 -3.8130320874169965
7.88856885682538 -2.7096069405793126
7.887967286718557 -3.5374902423237344
7.93452336291831 -20.0
7.9817025157264885 -20.0
7.818263216061266 -20.0
7.956497570430211 -3.076108450155106
7.835254728390993 -2.649808603747105
7.862482619265319 -2.9999351807451338
7.899850177275416 -3.161587135355639
7.901948694087188 -2.3872343325652325
7.825766563751836 -1.7616582212577017
7.738393536625056 -2.407383553889324
7.665856595656045 -3.1002388184129126
7.701459879209142 -20.0
7.580058127315816 -20.0
7.507088264873471 -20.0
7.323374933529392 -20.0
7.272532612503735 -20.0
7.231471374364762 -20.0
7.171415044301581 -20.0
6.9313181159646495 -20.0
6.62256704560733 -20.0
6.979894008207577 -20.0
7.037105924955907 -20.0
6.800377745544937 -20.0
6.803426338517053 -20.0
7.410134752757007 -20.0
7.223959522970453 -3.426173746792444
7.679476571443604 -20.0
7.630892303041024 -20.0
7.600751852079614 -20.0
7.686287896392091 -20.0
7.774460880901656 -20.0
7.909039412007346 -2.622608863750309
7.892836538949785 -1.9586414984721097
7.940449988309923 -2.839618174071182
7.941930351115515 -20.0
7.865600157161076 -20.0
7.909218610032963 -20.0
7.825829654894541 -20.0
7.916009399123017 -20.0
7.915686661958585 -2.6959217521618117
7.924703933001299 -2.4939813316345836
7.891500224430985 -20.0
7.870293351848234 -3.4315229711550566
7.932456939033189 -20.0
7.952174648779631 -3.200754490746966
7.821609139749903 -2.611169246839508
7.9407948534143955 -2.1481870781943093
7.917292720382363 -2.8108309955788338
7.961843768703612 -3.2496545576710014
7.862613307243144 -20.0
7.856528410290763 -3.202745528372932
7.798222341830172 -2.7899208249850393
7.7608510690117605 -2.419289453478599
7.7183907199785935 -2.3016317359147784
7.687371710136679 -2.653585003614398
7.600416394009361 -3.209815642980137
7.415949744272696 -20.0
7.169888756824355 -20.0
7.08454764598014 -20.0
7.072873856286772 -20.0
7.145706564212185 -20.0
6.8972309192249535 -20.0
7.097722219278883 -20.0
7.067014485045672 -20.0
6.978090093936312 -20.0
6.97155305799457 -20.0
7.56398246667883 -20.0
7.289540336627551 -20.0
7.460849966807332 -20.0
7.642659568507578 -20.0
7.823002375039062 -20.0
7.866008548709949 -3.3807967678579067
7.9508879967510095 -2.453348847459935
8.023701471138644 -2.03151422937976
8.019155584938165 -2.5842214629102633
7.945736762624968 -20.0
7.918439216992399 -20.0
7.824581001663844 -20.0
7.876996607036909 -20.0
7.896416154636957 -20.0
7.773386478092995 -20.0
7.907721545189221 -20.0
7.884557797227009 -20.0
7.85385509730409 -20.0
7.831373465390427 -20.0
7.782742560127785 -20.0
7.69805438582784 -20.0
7.809268370921226 -20.0
7.805380170447341 -20.0
7.717123872293341 -20.0
7.76405111390603 -3.2030960600076526
7.830420361117918 -20.0
7.887737962462861 -20.0
7.911546532645334 -20.0
7.87324073062379 -20.0
7.777129156416828 -20.0
7.838687112609604 -2.7093250203391186
7.8712686445464195 -2.388533923222047
7.791941658034914 -1.6597457873679613
7.807788170892142 -2.551161647776538
7.688528901169038 -3.124318796412184
7.551181198690123 -2.9062029005675374
7.512149095527831 -3.0855064947951703
7.272724662036019 -20.0
7.281590707365926 -20.0
7.207633230458013 -20.0
7.175810542819147 -20.0
6.996162833239162 -20.0
6.977677497340473 -20.0
6.967541804391854 -20.0
7.311561152222991 -20.0
7.563231667653128 -3.2614515446693346
7.564212725120013 -20.0
7.696341539710067 -20.0
7.851570943139984 -3.5858267540854967
7.973553259085488 -2.501729549334799
8.066954494255553 -2.1470725281335943
8.08081291574636 -2.233219649838987
8.00106455295741 -20.0
7.933441630861013 -20.0
7.857808845063821 -20.0
7.861546897277021 -20.0
7.89334339695206 -20.0
7.925454886751409 -20.0
7.821599182891507 -20.0
7.82828492619616 -20.0
7.847956585081032 -20.0
7.772239098703943 -20.0
7.865496528471184 -20.0
7.812028457573046 -20.0
7.740362983426275 -20.0
7.81366743067313 -20.0
7.708153559519556 -3.3217069060027904
7.720142209408204 -20.0
7.659746940179846 -20.0
7.785425216593539 -20.0
7.780975421142763 -20.0
7.884756424318453 -20.0
7.876328718315445 -20.0
7.835754607351711 -20.0
7.90789441856896 -20.0
7.849755796471302 -3.1169351466929873
7.817874237918512 -2.860471774842705
7.832172437769945 -2.779671644054886
7.692131755741067 -3.1171839150830167
7.6790824155250705 -20.0
7.592029111678856 -3.0261284059259195
7.52855179840773 -20.0
7.331039430112388 -20.0
7.2558556049583816 -20.0
6.954269341428315 -20.0
6.8366653823928605 -20.0
7.531482540964604 -20.0
7.603466505768077 -2.5855913742611967
7.657118724542021 -20.0
7.883621088710658 -20.0
8.026912538152363 -2.7176273707286356
8.182810416850035 -1.7743496898505633
8.179322435132725 -3.002183211223696
8.098953972524464 -20.0
7.982389971900721 -20.0
7.949168164242484 -20.0
7.880388643605048 -20.0
7.878058650243051 -20.0
7.891776681617119 -3.053668913315848
7.91457992256526 -3.5132367293052678
7.849235393401914 -20.0
7.90111686049561 -20.0
7.905354824643614 -20.0
7.84687376573909 -20.0
7.84699782241065 -20.0
7.832288471460617 -20.0
7.872728374448883 -20.0
7.802529764471922 -20.0
7.687404634103938 -20.0
7.599792543231846 -20.0
7.733840839388989 -20.0
7.6623817998705235 -20.0
7.678388698046032 -20.0
7.815609278245594 -20.0
7.829315962510031 -20.0
7.764392156110354 -20.0
7.810143060634799 -20.0
7.870251156743439 -20.0
7.8334839854811 -20.0
7.846985933144367 -1.9582076618502082
7.844806654027125 -2.392857491598791
7.862950298239273 -2.7439239238412103
7.700000757579359 -2.561738120687572
7.669931397006868 -2.9029191442701547
7.527699700714586 -20.0
7.103749933906639 -20.0
6.984805617002652 -20.0
7.597042112182685 -20.0
7.62026101290498 -3.4556907209415506
7.793384428416394 -3.3632686703274612
7.999906231185259 -2.839024965784772
8.120553368759731 -2.0796951379526827
8.237061382943962 -1.565757321033099
8.189748036758205 -20.0
8.081670041249803 -20.0
8.003542021117289 -20.0
7.9869546290587845 -20.0
7.976763335163925 -20.0
7.92837259595801 -20.0
7.95616012660879 -20.0
8.01253971525466 -20.0
7.911585400764673 -20.0
7.950702245984427 -20.0
7.975625875990574 -20.0
7.903194636504043 -20.0
7.972054179797256 -20.0
7.891978226976619 -20.0
7.902719764261848 -20.0
7.770418885378572 -20.0
7.715028230096331 -20.0
7.651643526872817 -20.0
7.739069780233103 -20.0
7.704610648415016 -20.0
7.702422128025497 -20.0
7.781831225693608 -20.0
7.7455619806555855 -20.0
7.703620097870063 -3.126110762944396
7.8231669530698635 -3.4564218410017182
7.894476703782538 -3.134192490964559
7.849760507113616 -20.0
7.82603634871715 -20.0
7.871041811393111 -3.213670109450887
7.885717205597546 -2.201823604188841
7.780507016717745 -1.8476463009567738
7.694101770249818 -2.3156532314739433
7.517589766378354 -20.0
7.391686578059957 -20.0
7.409374252912528 -20.0
7.313171485181332 -20.0
7.212459271971561 -20.0
7.228170367993554 -20.0
7.879753855345371 -20.0
7.7048507592858675 -2.9625100122685453
7.912560242323209 -3.4056587298855003
8.094884950873208 -2.860779577537146
8.256647002314672 -1.8924098391953974
8.332373726247633 -3.619727002626647
8.22159830482293 -20.0
8.187565417189722 -20.0
8.153012644372813 -20.0
8.072513066811654 -20.0
8.050317519361649 -20.0
8.07166980470304 -20.0
8.047969084596236 -20.0
8.070831328896011 -20.0
8.02651185682709 -20.0
8.057422993861165 -20.0
8.0550079925688 -20.0
8.007460199890668 -20.0
8.020146360213927 -20.0
7.934199827056056 -20.0
7.909486639437528 -20.0
7.839089649589392 -20.0
7.816824421439964 -20.0
7.840711990886021 -20.0
7.856391520763913 -20.0
7.854545537747129 -20.0
7.846423832796664 -20.0
7.9073143082807995 -20.0
7.802884888438527 -20.0
7.824981089025565 -20.0
7.821971002172152 -20.0
7.945511025115493 -20.0
7.876190834161872 -20.0
7.8296603683963495 -2.350875066028244
7.7970364963442 -3.093030316967546
7.8665655566042085 -20.0
7.826248507804563 -2.953919303859883
7.759347157425661 -2.3917216052306145
7.6994648285171605 -2.9291168323931878
7.508403462576083 -20.0
7.483037393865886 -20.0
7.328090951603363 -20.0
7.220172403754729 -20.0
7.240625183908829 -20.0
7.401405440738623 -20.0
7.416719811435005 -20.0
7.341711340195205 -20.0
7.666892802176111 -20.0
7.741646872863075 -20.0
7.864335011414537 -20.0
7.638693653566644 -20.0
7.6466586183460805 -20.0
7.818763332743208 -20.0
7.804186458834989 -20.0
7.905857106695186 -2.601727893871929
7.9612321188867075 -2.3432564984942514
8.201566632479505 -2.446198467477522
8.332414711047928 -2.4430176256141056
8.329913643078127 -3.400092780595555
8.3522249049664 -20.0
8.26823443473251 -20.0
8.220814921371042 -20.0
8.127650045722172 -20.0
8.138555680218621 -20.0
8.16562283875428 -20.0
8.206402419366043 -20.0
8.22771970518425 -20.0
8.21396514578149 -20.0
8.247683181232954 -20.0
8.203288965770735 -20.0
8.209702150558241 -20.0
8.204831704490317 -20.0
8.124363380618039 -20.0
8.044777298103496 -20.0
7.97089488545897 -20.0
7.89198383220238 -20.0
8.201501563546065 -20.0
8.041939464976045 -20.0
8.146654086732262 -20.0
8.066382943377866 -20.0
8.049852647152566 -20.0
8.084519548762385 -20.0
8.02642504517828 -20.0
7.976025076279056 -20.0
7.97664310240035 -20.0
7.956597827256186 -20.0
7.93655524630921 -20.0
7.826084991227277 -2.8350090426362247
7.856271819617157 -3.0518085806894506
7.853561841313235 -20.0
7.754128215303154 -2.4725720866950778
7.67852119502156 -2.9541271407145575
7.484041749922528 -20.0
7.409357841210407 -20.0
7.304291325085433 -20.0
7.0151609875363565 -20.0
7.215171959805573 -20.0
7.388641989586955 -20.0
7.447411509056478 -20.0
7.3610263850645925 -20.0
7.4089875936814344 -3.2325669169428
7.576459868113798 -2.8131410750322314
7.6715519972684465 -20.0
7.7932154417773765 -3.1576003163238764
7.6224815336302605 -20.0
7.686575788275298 -20.0
7.743352685606626 -20.0
7.767166403949743 -20.0
7.854127657612981 -3.3809866594432427
7.952342072181611 -2.1276920874729175
8.202024552341703 -2.0867963112678916
8.385963105713705 -1.8306487687563566
8.400831813742014 -3.2614695039870245
8.399716030282834 -20.0
8.37338172407367 -20.0
8.287511781462317 -20.0
8.246114164834685 -20.0
8.253930410359933 -20.0
8.323080676858462 -20.0
8.353927357621542 -20.0
8.411510079025375 -20.0
8.442841880322103 -20.0
8.450676562469424 -20.0
8.477489531823046 -20.0
8.457374251240802 -20.0
8.393922577382106 -20.0
