logM logSFR
7.369223438062411 -20.0
7.314312734631721 -20.0
7.387682366111534 -20.0
7.382755589020267 -20.0
7.294643658151503 -20.0
7.411163383683128 -20.0
7.450955141862002 -2.1337193564335357
7.539278380580032 -2.6406969413206873
7.577054251359831 -3.8063990593385304
7.460568186719485 -20.0
7.40529617903835 -20.0
7.55521387935607 -2.1611596071703936
7.696975502766785 -2.162377238332872
7.787242875931155 -2.008914480021497
7.802224947853775 -2.0459616150563518
7.609505034864739 -20.0
7.4760791729746785 -20.0
7.216212590038979 -20.0
7.413329168945635 -4.059443307308128
7.592198527718474 -2.7459263107915524
7.779077419066421 -2.871084124763817
7.934711096431049 -2.4844831509676957
7.969553174550908 -2.4468550537784868
7.832445531520188 -2.326503063119962
7.587868326810816 -20.0
7.251753013395546 -3.4983449561224096
7.473145969329792 -3.3824652392853785
7.781200361722939 -3.1543212998389203
8.004124812589648 -2.5828345641122907
8.113051391620012 -1.5449225421719945
8.043225871983259 -1.632833311946271
7.986870211209995 -2.1241172906999894
7.697803540780082 -3.1552022245767364
7.387335929675943 -3.2369438981830334
7.656664045183433 -2.505342603000584
7.984160883353077 -2.3739089613139983
8.364201861134408 -1.3368592056556439
8.405323349979641 -1.1847419989787298
8.19031418772376 -1.5107827999079928
8.05301174535324 -1.7441097140742585
7.410339743876679 -2.5696228540853623
7.781559170405399 -1.7805149865703673
8.124679040369765 -1.6767960431927793
8.563664988553471 -1.517968263573855
8.869763966346243 -0.7970006920080586
8.340638086573577 -1.076850339583998
7.974247839179645 -1.6339457862021887
7.745529638316931 -2.71631876269342
7.580073665736898 -20.0
7.371838274388075 -2.775749275720113
7.852539933912701 -1.9110121485829958
8.115721427099393 -1.733759611267928
8.346547678631499 -1.683701348531799
8.438609447257486 -1.562982495711023
8.172943651749843 -1.590201358355092
7.862708638998598 -1.3676081008230532
7.7232573821975254 -2.862953285846364
7.318169311591262 -4.1759554706397735
7.812102919759912 -1.7854321860043605
8.11263425599179 -1.5718878779076153
8.157727162346161 -1.6110483390764052
8.12802095088326 -1.7679828535086421
7.929520442160569 -2.1301012527933674
7.826214652738233 -2.0189129477584955
7.5651371189338334 -4.2492901541237345
7.267560075139673 -3.2258009583654363
7.6763239597587525 -2.3588357633784063
7.996372977686522 -2.052729545797713
8.041895023527136 -1.799087301435234
7.999383028635164 -1.8531860886551816
7.818824652567694 -2.0214046539006443
7.655451947532086 -2.1405770442127547
7.263509781101431 -20.0
7.502116873950931 -3.273966848001653
7.8617480914839035 -1.8751285478109967
7.916290773842468 -1.9764898298893248
7.866412934247525 -2.032665835434966
7.681848622373634 -3.336221019649887
7.514284550575387 -20.0
7.190150539446822 -20.0
7.230920174537871 -20.0
7.591343080624525 -3.3916114900578487
7.738843167216452 -2.7116356977564275
7.66588159932206 -1.8043949390162832
7.608213965664459 -20.0
7.471858955201628 -20.0
7.272501700628613 -20.0
7.350044969505765 -20.0
7.403931430263485 -20.0
7.321550510285197 -20.0
7.062164695557896 -20.0
7.116439693692479 -20.0
7.127393146723517 -20.0
7.097512653444074 -20.0
7.233323766505046 -20.0
7.239817813815434 -20.0
7.451663879677459 -20.0
7.490133130659319 -20.0
7.499372313668654 -20.0
7.439694194226586 -3.109219069209848
7.494796351020696 -2.635042891019721
7.41416953809284 -20.0
7.327257078236652 -20.0
7.2653931073807305 -20.0
7.173475045767177 -20.0
7.286358004908573 -20.0
7.050314387975067 -20.0
7.244511870607813 -20.0
7.258119225206518 -20.0
7.303559620505033 -20.0
7.384707876152962 -20.0
7.447573190876114 -20.0
7.699412643200911 -20.0
7.725859355501798 -20.0
7.767457995034686 -3.2173463997679757
7.762948497573445 -2.947007994128259
7.775193755256491 -2.706455098185186
7.7650791491181455 -2.575977309243716
7.715168354305797 -2.548368390256062
7.707571117583151 -2.131019975269986
7.724333860789608 -20.0
7.479828593458319 -20.0
7.381286503669652 -20.0
7.366075896317883 -20.0
7.150115448716481 -20.0
7.16100636985755 -20.0
6.814387997998136 -20.0
6.968099558471744 -20.0
6.788038411330225 -20.0
7.312426649032573 -20.0
7.483734742370597 -20.0
7.53679288740471 -20.0
7.671318707934537 -2.845710687128327
7.878463548124101 -2.4533842724538486
7.941278729249592 -2.919416347416716
7.890296968164653 -2.6525755242545466
7.886463327947849 -2.9841090246129176
7.8993518280348844 -3.198941155959381
7.911224982028223 -3.400514414511853
7.889342719771601 -2.7623273741582577
7.887577706447267 -2.1971263052593466
7.881019563254688 -2.1800093796393116
7.7289369775723795 -2.825801562119723
7.642218879962313 -20.0
7.249166750098696 -20.0
7.158354511030646 -20.0
6.837753131437392 -20.0
7.009337992098636 -20.0
6.85152167749057 -20.0
7.422981861158841 -20.0
7.615501422607335 -20.0
7.826308761288697 -3.3507065812949897
7.98134288783533 -2.2303139825332874
7.864043547555517 -20.0
7.877586848219196 -20.0
7.823889487486309 -20.0
7.85063366692991 -20.0
7.8357569856586196 -20.0
7.79517437255681 -20.0
7.778604669815114 -3.3317612340223195
7.807922164607136 -2.8355141514951545
7.880932554737325 -20.0
7.839720472432613 -20.0
7.840519360223575 -2.4733907269487085
7.778102533147181 -2.1530996150132267
7.574797205245357 -20.0
7.380795330345569 -20.0
7.223667776458203 -20.0
7.102181530916111 -20.0
6.95558665797455 -20.0
7.577136718666281 -3.2245505803682573
7.786641398265512 -20.0
8.094374500104683 -1.974765681843813
8.135842648134435 -3.1253042393062613
7.968513827037503 -20.0
7.8983714212629055 -20.0
7.926536529673126 -20.0
7.897825029886907 -20.0
7.879897177426847 -20.0
7.873669183254044 -20.0
7.827327854878223 -20.0
7.665174296704105 -20.0
7.706066457018126 -20.0
7.767274269746649 -20.0
7.797619636444944 -20.0
7.843698489175623 -20.0
7.833795960850005 -2.547255112965059
