logM logGas
7.369223438062411 6.332367164189591
7.314312734631721 -20.0
7.387682366111534 -20.0
7.382755589020267 -20.0
7.294643658151503 -20.0
7.411163383683128 -20.0
7.450955141862002 7.359965020129322
7.539278380580032 7.112184521807437
7.577054251359831 6.7171945218201055
7.460568186719485 -20.0
7.40529617903835 -20.0
7.55521387935607 7.774997801247452
7.696975502766785 7.670995445190163
7.787242875931155 7.50126605350699
7.802224947853775 7.601829626130181
7.609505034864739 -20.0
7.4760791729746785 -20.0
7.216212590038979 -20.0
7.413329168945635 6.581244415959902
7.592198527718474 7.226227068319973
7.779077419066421 6.670471613013066
7.934711096431049 7.342073718965938
7.969553174550908 7.534995303137206
7.832445531520188 7.571839093513165
7.587868326810816 -20.0
7.251753013395546 -20.0
7.473145969329792 -20.0
7.781200361722939 -20.0
8.004124812589648 6.892361697959526
8.113051391620012 7.358258318914623
8.043225871983259 7.614437320167793
7.986870211209995 7.713426396486233
7.697803540780082 6.974818545644151
7.387335929675943 6.599398822070625
7.656664045183433 6.936274402893776
7.984160883353077 6.695297683485568
8.364201861134408 7.926542932901266
8.405323349979641 7.857581762516625
8.19031418772376 7.7652521482996475
8.05301174535324 7.65270777170213
7.410339743876679 6.710053158009277
7.781559170405399 7.3673815667398745
8.124679040369765 7.652414272356506
8.563664988553471 7.9816558020226935
8.869763966346243 8.5976275878175
8.340638086573577 8.145725986389962
7.974247839179645 7.401754418467435
7.745529638316931 7.083234517046861
7.580073665736898 -20.0
7.371838274388075 -20.0
7.852539933912701 7.4313257305975595
8.115721427099393 7.799693871658302
8.346547678631499 7.500000735282312
8.438609447257486 7.846203632785842
8.172943651749843 7.592451068139279
7.862708638998598 7.58501319787814
7.7232573821975254 -20.0
7.318169311591262 -20.0
7.812102919759912 7.348520324262542
8.11263425599179 7.7734786205663795
8.157727162346161 7.782631720263185
8.12802095088326 7.51642172674487
7.929520442160569 7.021475090903142
7.826214652738233 7.505240742432114
7.5651371189338334 -20.0
7.267560075139673 -20.0
7.6763239597587525 7.115035825382625
7.996372977686522 7.391199621828817
8.041895023527136 7.761773353265866
7.999383028635164 7.669985508202429
7.818824652567694 7.362520408846917
7.655451947532086 7.061067541666769
7.263509781101431 -20.0
7.502116873950931 -20.0
7.8617480914839035 7.373564723785604
7.916290773842468 7.657719519327212
7.866412934247525 7.172801499569444
7.681848622373634 -20.0
7.514284550575387 -20.0
7.190150539446822 -20.0
7.230920174537871 -20.0
7.591343080624525 -20.0
7.738843167216452 6.7515309300819
7.66588159932206 7.4100778904259945
7.608213965664459 -20.0
7.471858955201628 -20.0
7.272501700628613 -20.0
7.350044969505765 -20.0
7.403931430263485 -20.0
7.321550510285197 -20.0
7.062164695557896 -20.0
7.116439693692479 -20.0
7.127393146723517 -20.0
7.097512653444074 -20.0
7.233323766505046 -20.0
7.239817813815434 -20.0
7.451663879677459 -20.0
7.490133130659319 -20.0
7.499372313668654 -20.0
7.439694194226586 -20.0
7.494796351020696 -20.0
7.41416953809284 -20.0
7.327257078236652 -20.0
7.2653931073807305 -20.0
7.173475045767177 -20.0
7.286358004908573 -20.0
7.050314387975067 -20.0
7.244511870607813 -20.0
7.258119225206518 -20.0
7.303559620505033 -20.0
7.384707876152962 -20.0
7.447573190876114 -20.0
7.699412643200911 -20.0
7.725859355501798 -20.0
7.767457995034686 -20.0
7.762948497573445 -20.0
7.775193755256491 6.460105175934488
7.7650791491181455 -20.0
7.715168354305797 -20.0
7.707571117583151 -20.0
7.724333860789608 -20.0
7.479828593458319 -20.0
7.381286503669652 -20.0
7.366075896317883 -20.0
7.150115448716481 -20.0
7.16100636985755 -20.0
6.814387997998136 -20.0
6.968099558471744 -20.0
6.788038411330225 -20.0
7.312426649032573 -20.0
7.483734742370597 -20.0
7.53679288740471 -20.0
7.671318707934537 -20.0
7.878463548124101 7.1647192954583545
7.941278729249592 -20.0
7.890296968164653 6.374844545048194
7.886463327947849 6.766217381102584
7.8993518280348844 6.736880541158518
7.911224982028223 -20.0
7.889342719771601 -20.0
7.887577706447267 -20.0
7.881019563254688 6.596764000159409
7.7289369775723795 -20.0
7.642218879962313 -20.0
7.249166750098696 -20.0
7.158354511030646 -20.0
6.837753131437392 -20.0
7.009337992098636 -20.0
6.85152167749057 -20.0
7.422981861158841 -20.0
7.615501422607335 -20.0
7.826308761288697 6.532603550250573
7.98134288783533 7.118987292128037
7.864043547555517 6.523079038178783
7.877586848219196 -20.0
7.823889487486309 -20.0
7.85063366692991 6.595676131582195
7.8357569856586196 6.773392512645552
7.79517437255681 -20.0
7.778604669815114 -20.0
7.807922164607136 -20.0
7.880932554737325 -20.0
7.839720472432613 -20.0
7.840519360223575 -20.0
7.778102533147181 6.969252229479903
7.574797205245357 -20.0
7.380795330345569 -20.0
7.223667776458203 -20.0
7.102181530916111 -20.0
6.95558665797455 -20.0
7.577136718666281 -20.0
7.786641398265512 -20.0
8.094374500104683 7.579726706808636
8.135842648134435 7.078740793454716
7.968513827037503 -20.0
7.8983714212629055 -20.0
7.926536529673126 -20.0
7.897825029886907 -20.0
7.879897177426847 -20.0
7.873669183254044 -20.0
7.827327854878223 -20.0
7.665174296704105 -20.0
7.706066457018126 -20.0
7.767274269746649 -20.0
7.797619636444944 -20.0
7.843698489175623 -20.0
7.833795960850005 7.146053670787473
7.84345757117568 7.006356104837168
7.659156476857796 6.661137989956754
7.069307720428907 -20.0
7.765356456924677 -20.0
8.01375265244509 -20.0
8.27937068426332 7.584806318368475
8.216680498463145 -20.0
8.107996718157258 -20.0
8.051279178250134 -20.0
8.074900278007998 -20.0
8.054247667288045 -20.0
8.052236177115512 -20.0
8.001241480314276 -20.0
7.895106978391484 -20.0
7.851867947967554 -20.0
7.909490513002628 -20.0
7.899872412305222 -20.0
7.867012763324067 -20.0
7.9036458398807445 -20.0
7.888698754680091 -20.0
7.850169807902696 -20.0
7.814697350068979 -20.0
7.600107498514779 -20.0
7.3707297549465425 -20.0
7.205639111140532 -20.0
7.399861941316217 -20.0
7.41787026630986 -20.0
7.621846424600301 -20.0
7.732315237649568 -20.0
7.73440987784343 -20.0
7.8450959938667735 -20.0
8.096427193377016 6.727251357151832
8.380156629335424 7.675046029942698
8.38416967709918 6.887366302765262
8.279794876694858 -20.0
8.295704893492546 -20.0
8.388766702775662 -20.0
8.445552325915004 -20.0
8.470164450347225 -20.0
8.377910356485403 -20.0
8.22474695431298 -20.0
8.217184596803474 -20.0
8.180174624163723 -20.0
8.162631001256528 -20.0
8.092427293743741 -20.0
8.063897661011927 -20.0
7.983298188968974 -20.0
7.764385220822721 -20.0
7.836852822676863 -20.0
7.663773432278437 -20.0
7.491901994578054 -20.0
7.252339220769836 -20.0
7.4540938941487225 -20.0
7.477568484300982 -20.0
7.666944845629073 -20.0
7.801015882727215 6.778668454195903
7.80100957048231 -20.0
7.864751476414417 -20.0
8.02810630174344 7.313260374781848
8.305290002528901 6.937587625027194
8.360677406338024 7.629449802950016
8.405179427027933 7.228927335534695
8.463059233826543 6.72742588933166
8.568575742878028 -20.0
9.29889868611103 8.288365372024844
8.885118463345654 7.8168051905576945
8.58583198167351 6.598977648148104
8.485759041409887 -20.0
8.405685154827074 -20.0
8.327987591763318 -20.0
8.209399166489948 -20.0
8.169800572601865 -20.0
8.00174989837608 -20.0
7.857753114771199 -20.0
7.7796843143366186 -20.0
7.767819369045592 -20.0
